Package_Name	Class_Name	Function_Name	Func_Readability
net.sf.jasperreports.charts.base	JRBaseBarPlot	JRBaseBarPlot	0.0
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowTickMarks	0.7855208333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowTickLabels	0.7855208333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	setShowLabels	0.7958333333333334
net.sf.jasperreports.charts.base	JRBaseBarPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseBarPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseBubblePlot	JRBaseBubblePlot	0.0
net.sf.jasperreports.charts.base	JRBaseBubblePlot	setScaleType	0.9203125000000001
net.sf.jasperreports.charts.base	JRBaseBubblePlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseBubblePlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	JRBaseCandlestickPlot	0.0
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	setShowVolume	1.2666666666666666
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseCandlestickPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	JRBaseCategoryDataset	0.0
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseCategoryDataset	clone	0.09863636363636363
net.sf.jasperreports.charts.base	JRBaseCategorySeries	JRBaseCategorySeries	0.0
net.sf.jasperreports.charts.base	JRBaseCategorySeries	clone	0.01736
net.sf.jasperreports.charts.base	JRBaseChartAxis	JRBaseChartAxis	0.0
net.sf.jasperreports.charts.base	JRBaseChartAxis	clone	0.24165865384615381
net.sf.jasperreports.charts.base	JRBaseDataRange	JRBaseDataRange	0.0
net.sf.jasperreports.charts.base	JRBaseDataRange	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseDataRange	clone	0.04931818181818182
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	JRBaseHighLowDataset	0.0
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseHighLowDataset	clone	0.013436532507739938
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	JRBaseHighLowPlot	0.0
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	setShowOpenTicks	1.0788888888888888
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	setShowCloseTicks	1.0783333333333334
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseHighLowPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseLinePlot	JRBaseLinePlot	0.0
net.sf.jasperreports.charts.base	JRBaseLinePlot	setShowShapes	1.085
net.sf.jasperreports.charts.base	JRBaseLinePlot	setShowLines	1.085
net.sf.jasperreports.charts.base	JRBaseLinePlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseLinePlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseMeterPlot	JRBaseMeterPlot	0.0
net.sf.jasperreports.charts.base	JRBaseMeterPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseMeterPlot	clone	0.7695880149812733
net.sf.jasperreports.charts.base	JRBaseMultiAxisPlot	JRBaseMultiAxisPlot	0.0
net.sf.jasperreports.charts.base	JRBaseMultiAxisPlot	collectExpressions	1.4177777777777776
net.sf.jasperreports.charts.base	JRBaseMultiAxisPlot	clone	0.18685475444096133
net.sf.jasperreports.charts.base	JRBasePie3DPlot	JRBasePie3DPlot	0.0
net.sf.jasperreports.charts.base	JRBasePie3DPlot	setDepthFactor	0.8029166666666667
net.sf.jasperreports.charts.base	JRBasePie3DPlot	collectExpressions	0.0
net.sf.jasperreports.charts.base	JRBasePie3DPlot	setCircular	0.848125
net.sf.jasperreports.charts.base	JRBasePieDataset	JRBasePieDataset	0.0
net.sf.jasperreports.charts.base	JRBasePieDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBasePieDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBasePieDataset	clone	0.043838383838383836
net.sf.jasperreports.charts.base	JRBasePiePlot	JRBasePiePlot	0.0
net.sf.jasperreports.charts.base	JRBasePiePlot	collectExpressions	0.0
net.sf.jasperreports.charts.base	JRBasePiePlot	setCircular	0.848125
net.sf.jasperreports.charts.base	JRBasePiePlot	readObject	0.75
net.sf.jasperreports.charts.base	JRBaseScatterPlot	JRBaseScatterPlot	0.0
net.sf.jasperreports.charts.base	JRBaseScatterPlot	setShowShapes	1.085
net.sf.jasperreports.charts.base	JRBaseScatterPlot	setShowLines	1.085
net.sf.jasperreports.charts.base	JRBaseScatterPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseScatterPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseThermometerPlot	JRBaseThermometerPlot	0.0
net.sf.jasperreports.charts.base	JRBaseThermometerPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseThermometerPlot	clone	1.145174825174825
net.sf.jasperreports.charts.base	JRBaseTimePeriodDataset	JRBaseTimePeriodDataset	0.0
net.sf.jasperreports.charts.base	JRBaseTimePeriodDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseTimePeriodDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseTimePeriodDataset	clone	0.09863636363636363
net.sf.jasperreports.charts.base	JRBaseTimePeriodSeries	JRBaseTimePeriodSeries	0.0
net.sf.jasperreports.charts.base	JRBaseTimePeriodSeries	clone	0.0135625
net.sf.jasperreports.charts.base	JRBaseTimeSeries	JRBaseTimeSeries	0.0
net.sf.jasperreports.charts.base	JRBaseTimeSeries	clone	0.01736
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	JRBaseTimeSeriesDataset	NaN
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	setTimePeriod	0.879375
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	clone	0.09863636363636363
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	JRBaseTimeSeriesPlot	0.0
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	setShowLines	0.68
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	setShowShapes	0.68
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	clone	1.2048275862068965
net.sf.jasperreports.charts.base	JRBaseValueDataset	JRBaseValueDataset	0.0
net.sf.jasperreports.charts.base	JRBaseValueDataset	collectExpressions	2.05
net.sf.jasperreports.charts.base	JRBaseValueDataset	validate	1.22
net.sf.jasperreports.charts.base	JRBaseValueDataset	clone	0.28933333333333333
net.sf.jasperreports.charts.base	JRBaseValueDisplay	JRBaseValueDisplay	0.0
net.sf.jasperreports.charts.base	JRBaseValueDisplay	collectExpressions	0.0
net.sf.jasperreports.charts.base	JRBaseValueDisplay	collectExpressions	0.0
net.sf.jasperreports.charts.base	JRBaseTimeSeries	JRBaseTimeSeries		0.005563380281690141
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	JRBaseTimeSeriesDataset		0.011345987920621225
net.sf.jasperreports.charts.base	JRBaseTimeSeriesDataset	setTimePeriod		0.3275
net.sf.jasperreports.charts.base	JRBaseTimeSeriesPlot	JRBaseTimeSeriesPlot		0.015111236802413271
net.sf.jasperreports.charts.base	JRBaseValueDataset	JRBaseValueDataset		0.014778813964610234
net.sf.jasperreports.charts.base	JRBaseValueDisplay	JRBaseValueDisplay		0.002743055555555556
