PackageName	ClassName	MethodName	VarType	VarDeclName
jmencode	MainGUI	run	javax.swing.JMenuItem;	setLNFMenuItem
jmencode	MainGUI	run	javax.swing.JRadioButton;	setfileInputButton
jmencode	MainGUI	run	javax.swing.JMenuItem;	settingsMenuItem
jmencode	MainGUI	run	javax.swing.JLabel;	startLabel
jmencode	MainGUI	run	javax.swing.JSpinner;	starttimeSpinner
jmencode	MainGUI	run	javax.swing.JLabel;	targetaspectlabel
jmencode	MainGUI	run	javax.swing.JMenu;	toolsMenu
jmencode	MainGUI	run	javax.swing.JRadioButton;	twoPassButton
jmencode	MainGUI	run	javax.swing.JCheckBox;	unsharpBox
jmencode	MainGUI	run	javax.swing.JCheckBox;	useBframesCheckBox
jmencode	MainGUI	run	javax.swing.JSpinner;	useBframesSpinner
jmencode	MainGUI	run	javax.swing.JCheckBox;	usevolGainCheckBox
jmencode	MainGUI	run	jmencode.VideoInfoForm;	videoInfoPanel
jmencode	MainGUI	run	javax.swing.JSlider;	vidpreviewSlider
jmencode	MainGUI	run	javax.swing.JLabel;	vidqualityLabel
jmencode	MainGUI	run	javax.swing.JMenuItem;	viewlogmenuItem
jmencode	MainGUI	run	javax.swing.JComboBox;	volgainComboBox
jmencode	MplayerController	classField	Process;	proc
jmencode	MplayerController	classField	SwingWorker;	worker
jmencode	MplayerController	classField	ExecProgram;	executor
jmencode	MplayerController	classField	String;	sp
jmencode	MplayerController	classField	int;	exitVal
jmencode	MplayerController	classField	PrintWriter;	writer
jmencode	MplayerController	classField	Thread;	mplayerThread
jmencode	MplayerController	classField	BufferedReader;	stdout,stderr,stdout2,stderr2
jmencode	MplayerController	classField	Vector<String>;	outputLines
jmencode	MplayerController	classField	boolean;	paused
jmencode	MplayerController	classField	boolean;	outputAllowed
jmencode	MplayerController	construct	String	comm
jmencode	MplayerController	mouseReleased	org.jdesktop.layout.GroupLayout	layout
jmencode	MplayerController	movieSliderMouseReleased	int	value
jmencode	MplayerController	seekto	PrintStream	s
jmencode	MplayerController	seekto	int	randomPercent
jmencode	MplayerController	seekto	String	command
jmencode	MplayerController	ExecuteM	InputStream	is
jmencode	MplayerController	ExecuteM	Thread	stdoutThread
jmencode	MplayerController	run	int	l
jmencode	MplayerController	run	String	line
jmencode	MplayerController	run	Thread	stderrThread
jmencode	MplayerController	run	int	l
jmencode	MplayerController	run	String	line
jmencode	MplayerController	muteButtonActionPerformed	PrintStream	s
jmencode	MplayerController	slowButtonActionPerformed	PrintStream	s
jmencode	MplayerController	slowButtonActionPerformed	String	command
jmencode	MplayerController	fastButtonActionPerformed	PrintStream	s
jmencode	MplayerController	fastButtonActionPerformed	String	command
jmencode	MplayerController	pauseButtonActionPerformed	PrintStream	s
jmencode	MplayerController	run	javax.swing.JButton;	fastButton
jmencode	MplayerController	run	javax.swing.JToolBar;	jToolBar1
jmencode	MplayerController	run	javax.swing.JSlider;	movieSlider
jmencode	MplayerController	run	javax.swing.JButton;	muteButton
jmencode	MplayerController	run	javax.swing.JButton;	pauseButton
jmencode	MplayerController	run	javax.swing.JButton;	slowButton
jmencode	MplayerController	run	javax.swing.JButton;	stopButton
jmencode	MplayerParser	parseEncoderProgress	int	perc
jmencode	MplayerParser	parseEncoderProgress	StringTokenizer	matcher
jmencode	MplayerParser	parseEncoderProgress	StringTokenizer	matcher
jmencode	MplayerParser	parseEncoderProgress	Float	time
jmencode	MplayerParser	parseVideoInfo	StringTokenizer	matcher
jmencode	MplayerParser	parseVideoInfo	int	curraudid
jmencode	MplayerParser	parseVideoInfo	String	format
jmencode	MplayerParser	parseVideoInfo	String	lang
jmencode	MplayerParser	parseVideoInfo	String	l2
jmencode	MplayerParser	parseVideoInfo	int	aid
jmencode	MplayerParser	parseCropOutput	StringTokenizer	matcher
jmencode	MplayerParser	parseDARInfo	StringTokenizer	matcher
jmencode	MplayerParser	parseDARInfo	double	DAR
jmencode	MplayerParser	parseDARInfo	String	d
jmencode	MuxerForm	classField	JFrame;	dummy
jmencode	MuxerForm	classField	String;	MuxerForm	classField	boolean;	auto
jmencode	MuxerForm	classField	String;	sp
jmencode	MuxerForm	classField	ExecProgram;	executor
jmencode	MuxerForm	classField	SwingWorker;	worker
jmencode	MuxerForm	initComponents	org.jdesktop.layout.GroupLayout	jPanel5Layout
jmencode	MuxerForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel1Layout
jmencode	MuxerForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel3Layout
jmencode	MuxerForm	actionPerformed	org.jdesktop.layout.GroupLayout	jPanel2Layout
jmencode	MuxerForm	actionPerformed	org.jdesktop.layout.GroupLayout	layout
jmencode	MuxerForm	getsubtitlefileButtonActionPerformed	FileDialog	fd
jmencode	MuxerForm	chapterinputButtonActionPerformed	FileDialog	fd
jmencode	MuxerForm	getvidinputButtonActionPerformed	FileDialog	fd
jmencode	MuxerForm	audinputButtonActionPerformed	FileDialog	fd
jmencode	MuxerForm	run	MuxerForm	muxpanel
jmencode	MuxerForm	run	JFrame	frame
jmencode	MuxerForm	run	javax.swing.JComboBox;	audLanguageField
jmencode	MuxerForm	run	javax.swing.JButton;	audinputButton
jmencode	MuxerForm	run	javax.swing.JTextField;	audtracknameField
jmencode	MuxerForm	run	javax.swing.JRadioButton;	automuxButton
jmencode	MuxerForm	run	javax.swing.ButtonGroup;	buttonGroup1
jmencode	MuxerForm	run	javax.swing.JButton;	cancelMuxButton
jmencode	MuxerForm	run	javax.swing.JButton;	chapterinputButton
jmencode	MuxerForm	run	javax.swing.JTextField;	chapterinputField
jmencode	MuxerForm	run	javax.swing.JComboBox;	containertypeComboBox
jmencode	MuxerForm	run	javax.swing.JButton;	getmuxedinputButton
jmencode	MuxerForm	run	javax.swing.JButton;	getsubtitlefileButton
jmencode	MuxerForm	run	javax.swing.JButton;	getvidinputButton
jmencode	MuxerForm	run	javax.swing.JButton;	goMuxButton
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel1
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel11
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel2
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel3
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel4
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel5
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel6
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel7
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel8
jmencode	MuxerForm	run	javax.swing.JLabel;	jLabel9
jmencode	MuxerForm	run	javax.swing.JPanel;	jPanel1
jmencode	MuxerForm	run	javax.swing.JPanel;	jPanel2
jmencode	MuxerForm	run	javax.swing.JPanel;	jPanel3
jmencode	MuxerForm	run	javax.swing.JPanel;	jPanel5
jmencode	MuxerForm	run	javax.swing.JRadioButton;	manualmuxButton
jmencode	MuxerForm	run	javax.swing.JTextField;	muxaudioinputField
jmencode	MuxerForm	run	javax.swing.JTextField;	muxedinputField
jmencode	MuxerForm	run	javax.swing.JTextField;	muxedoutputField
jmencode	MuxerForm	run	javax.swing.JTextField;	muxvideoinputField
jmencode	MuxerForm	run	javax.swing.JLabel;	progresslabel
jmencode	MuxerForm	run	javax.swing.JButton;	stopMuxButton
jmencode	MuxerForm	run	javax.swing.JComboBox;	subLanguagefield
jmencode	MuxerForm	run	javax.swing.JTextField;	subtitleinputField
jmencode	PreviewSetupForm	classField	MainGUI;	maingui
jmencode	PreviewSetupForm	actionPerformed	org.jdesktop.layout.GroupLayout	layout
jmencode	PreviewSetupForm	run	javax.swing.JLabel;	jLabel1
jmencode	PreviewSetupForm	run	javax.swing.JLabel;	jLabel2
jmencode	PreviewSetupForm	run	javax.swing.JLabel;	jLabel3
jmencode	PreviewSetupForm	run	javax.swing.JLabel;	jLabel4
jmencode	PreviewSetupForm	run	javax.swing.JTextField;	prevframestartField
jmencode	PreviewSetupForm	run	javax.swing.JTextField;	previncrField
jmencode	PreviewSetupForm	run	javax.swing.JButton;	prevsetupCancelButton
jmencode	PreviewSetupForm	run	javax.swing.JButton;	prevsetupOKButton
jmencode	RescaleOptionsForm	classField	MainGUI;	maingui
jmencode	RescaleOptionsForm	actionPerformed	org.jdesktop.layout.GroupLayout	layout
jmencode	RescaleOptionsForm	useMod16BoxActionPerformed	int	oldval
jmencode	RescaleOptionsForm	run	javax.swing.JLabel;	jLabel1
jmencode	RescaleOptionsForm	run	javax.swing.JLabel;	jLabel2
jmencode	RescaleOptionsForm	run	javax.swing.JTextField;	prevframestartField
jmencode	RescaleOptionsForm	run	javax.swing.JButton;	prevsetupCancelButton
jmencode	RescaleOptionsForm	run	javax.swing.JButton;	rescaleOptionsOKButton
jmencode	RescaleOptionsForm	run	javax.swing.JCheckBox;	useAnamorphicBox
jmencode	RescaleOptionsForm	run	javax.swing.JCheckBox;	useMod16Boxjmencode	Settings	classField	String;	version
jmencode	Settings	classField	String;	cfgpath
jmencode	Settings	classField	String;	osname
jmencode	Settings	classField	String[];	codecslist
jmencode	Settings	classField	String[];	fourcclist
jmencode	Settings	classField	String[];	acodecslist
jmencode	Settings	classField	String[];	abitratelist
jmencode	Settings	classField	String[];	containerlist
jmencode	Settings	classField	String[];	muxerlist
jmencode	Settings	classField	String[];	languagelist
jmencode	Settings	classField	String[];	scalerlist
jmencode	Settings	classField	String[];	noframeslist
jmencode	Settings	classField	String[];	aspratiolist
jmencode	Settings	classField	String[];	DARlist
jmencode	Settings	classField	String[];	fitsizeslist
